,Optimal lambda MSE,Min test MSE,Optimal lambda R2,Max test R2
1,1e-05,37135.84411314877,1e-05,0.5516503004698592
2,0.7054802310718645,32641.778336635463,0.7054802310718645,0.5988575646115571
3,0.2310129700083158,31711.634354062542,0.2310129700083158,0.6057751863880187
4,0.007054802310718645,29061.372437624475,0.007054802310718645,0.6363903392781889
5,0.00014174741629268049,27360.9721113172,0.00014174741629268049,0.6676075285438442
