,Optimal lambda MSE,Min test MSE,Optimal lambda R2,Max test R2
4,0.00031622776601683794,549.3796342860086,0.00031622776601683794,0.887778479773533
5,1e-05,482.8515435105264,1e-05,0.9004421521518563
