,Optimal lambda MSE,Min test MSE,Optimal lambda R2,Max test R2
1,0.31622776601683794,0.0408938157320481,0.31622776601683794,0.7861793867630664
2,1e-05,0.037014647617889945,1e-05,0.8083279658592779
3,1e-05,0.013837580095213986,1e-05,0.9277755338291349
4,1e-05,0.013983955018910041,1e-05,0.922202006104372
5,1e-05,0.011105502330097517,1e-05,0.9397891918573887
