,Optimal lambda MSE,Min test MSE,Optimal lambda R2,Max test R2
1,1e-05,15635.84392966333,1e-05,0.4412678837034847
2,1e-05,11664.664009775146,1e-05,0.585519101098539
3,1e-05,11470.899287077225,1e-05,0.588972641789567
4,0.00031622776601683794,10510.850198821474,0.00031622776601683794,0.6236355774715078
5,1e-05,9559.68503874117,1e-05,0.6580099838489928
