,Optimal lambda MSE,Min test MSE,Optimal lambda R2,Max test R2
1,1e-05,17879.908637193505,1e-05,0.25182667000226144
2,0.2310129700083158,12562.031571511827,0.2310129700083158,0.4223146721380725
3,0.021544346900318846,10632.58667245103,0.021544346900318846,0.5113763277027568
4,1e-05,10234.857155922939,1e-05,0.5387603967176547
5,1e-05,8871.611884134132,1e-05,0.5853621878789805
