,Optimal lambda MSE,Min test MSE,Optimal lambda R2,Max test R2
1,1e-05,15607.868237682997,1e-05,0.4388417252743638
2,0.31622776601683794,11510.159872103446,0.31622776601683794,0.5895613662909407
3,0.31622776601683794,11416.32493250455,0.31622776601683794,0.5922314290751995
4,1e-05,10635.606212075792,1e-05,0.6187187832065121
5,1e-05,9104.896392783072,1e-05,0.6738992520414893
