,Optimal lambda MSE,Min test MSE,Optimal lambda R2,Max test R2
1,1e-05,16482.54647288158,1e-05,0.25181951819299264
2,1e-05,11979.753811884582,1e-05,0.4521955554541284
3,1e-05,11611.013175288006,1e-05,0.4730203966828137
4,1e-05,9383.523407048471,1e-05,0.5740197910466348
5,0.0002477076355991711,8594.102665306125,0.0002477076355991711,0.6087667996162462
