,Optimal lambda MSE,Min test MSE,Optimal lambda R2,Max test R2
4,0.00031622776601683794,203.25916143939995,0.00031622776601683794,0.8152280893477306
5,1e-05,166.96482816163865,1e-05,0.8633272586433369
