,Optimal lambda MSE,Min test MSE,Optimal lambda R2,Max test R2
1,0.4641588833612782,17107.013639135363,0.4641588833612782,0.22234404037590094
2,0.021544346900318846,12224.311630834261,0.021544346900318846,0.4398871884085831
3,1e-05,11650.098847291672,1e-05,0.46653790421240215
4,1e-05,9459.186206076278,1e-05,0.5513021061728516
5,1e-05,9781.876889492209,1e-05,0.5678142560587988
