,Optimal lambda MSE,Min test MSE,Optimal lambda R2,Max test R2
1,1e-05,14920.901306972619,1e-05,0.30669327561187043
2,1e-05,12821.29093984422,1e-05,0.4331746514016981
3,1e-05,11768.760358733782,1e-05,0.4954101428271608
4,0.0013219411484660286,10232.232396575924,0.0013219411484660286,0.5470022893702333
5,1e-05,8560.212096043679,1e-05,0.6020219336103128
