,Optimal lambda MSE,Min test MSE,Optimal lambda R2,Max test R2
1,1e-05,16518.93974818601,1e-05,0.2501095980395096
2,1e-05,12061.622859587982,1e-05,0.45191735142833145
3,0.0015199110829529332,11574.509892056576,0.0015199110829529332,0.4741066803399143
4,1e-05,9753.07488466047,1e-05,0.5556665369032112
5,1e-05,9122.051039598531,1e-05,0.5856931267345682
