,Optimal lambda MSE,Min test MSE,Optimal lambda R2,Max test R2
1,10.0,16488.45957437519,10.0,0.2261182929697908
2,1e-05,11418.12206111419,1e-05,0.4765817283242424
3,0.30538555088334185,12367.2639951259,0.30538555088334185,0.4594712905487708
4,0.0026560877829466868,9325.737354521163,0.0026560877829466868,0.5604789498932683
5,0.00016297508346206434,8369.113292545564,0.00016297508346206434,0.6171321261172688
