,Optimal lambda MSE,Min test MSE,Optimal lambda R2,Max test R2
4,0.00031622776601683794,218.6264300929113,0.00031622776601683794,0.7946991272705379
5,1e-05,208.20561795717177,1e-05,0.8110320207555632
